Timestamp,Light Color,State,Response Time (s),Time Since Last Change (s),FPS,Runtime (s),Detection %,Confidences,Other Object Counter,Other Object Confidence % Average
2025-05-19T09:01:24.274508,RED,ON,11.732,11.732,11.81,15.08,63.48,,,0,0.00
2025-05-19T09:01:24.339657,RED,ON,11.797,11.797,11.82,15.14,63.69,motorcycle: 1,motorcycle:0.41,1,41.41
2025-05-19T09:01:24.406413,RED,ON,11.864,11.864,11.84,15.21,63.89,motorcycle: 1,motorcycle:0.39,1,39.50
2025-05-19T09:01:24.474251,RED,ON,11.931,11.931,11.85,15.28,64.09,motorcycle: 1,motorcycle:0.44,1,44.48
2025-05-19T09:01:24.538429,RED,ON,11.996,11.996,11.86,15.34,64.29,motorcycle: 1,motorcycle:0.46,1,46.02
2025-05-19T09:01:24.606298,RED,ON,12.063,12.063,11.88,15.41,64.48,motorcycle: 1,motorcycle:0.32,1,32.21
2025-05-19T09:01:24.670379,RED,ON,12.127,12.127,11.89,15.47,64.67,motorcycle: 1,motorcycle:0.54,1,54.07
2025-05-19T09:01:24.738683,RED,ON,12.196,12.196,11.90,15.54,64.86,motorcycle: 1,motorcycle:0.39,1,39.11
2025-05-19T09:01:24.806278,RED,ON,12.263,12.263,11.92,15.61,64.52,,,0,0.00
2025-05-19T09:01:24.870308,RED,ON,12.327,12.327,11.93,15.67,64.71,motorcycle: 1,motorcycle:0.37,1,37.20
2025-05-19T09:01:24.938253,RED,ON,12.395,12.395,11.94,15.74,64.36,,,0,0.00
2025-05-19T09:01:25.002288,RED,ON,12.459,12.459,11.96,15.80,64.02,,,0,0.00
2025-05-19T09:01:25.070615,RED,ON,12.528,12.528,11.97,15.87,64.21,motorcycle: 1,motorcycle:0.33,1,33.36
2025-05-19T09:01:25.138255,RED,ON,12.595,12.595,11.98,15.94,63.87,,,0,0.00
2025-05-19T09:01:25.202388,RED,ON,12.659,12.659,12.00,16.00,64.06,motorcycle: 1,motorcycle:0.43,1,42.95
2025-05-19T09:01:25.270309,RED,ON,12.727,12.727,12.01,16.07,64.25,motorcycle: 1,motorcycle:0.32,1,32.21
2025-05-19T09:01:25.334386,RED,ON,12.791,12.791,12.02,16.14,64.43,motorcycle: 1,motorcycle:0.41,1,40.65
2025-05-19T09:01:25.402284,RED,ON,12.859,12.859,12.03,16.20,64.62,motorcycle: 1,motorcycle:0.32,1,31.83
2025-05-19T09:01:25.470376,RED,ON,12.927,12.927,12.04,16.27,64.80,motorcycle: 1,motorcycle:0.39,1,39.50
2025-05-19T09:01:25.536874,RED,ON,12.994,12.994,12.06,16.34,64.97,motorcycle: 1,motorcycle:0.35,1,35.28
2025-05-19T09:01:25.602154,RED,ON,13.059,13.059,12.07,16.40,65.15,motorcycle: 1,motorcycle:0.42,1,41.80
2025-05-19T09:01:25.666172,RED,ON,13.123,13.123,12.08,16.47,64.82,,,0,0.00
2025-05-19T09:01:25.734422,RED,ON,13.192,13.192,12.09,16.54,65.00,motorcycle: 1,motorcycle:0.46,1,46.02
2025-05-19T09:01:25.802362,RED,ON,13.259,13.259,12.11,16.60,65.17,motorcycle: 1,motorcycle:0.46,1,46.02
2025-05-19T09:01:25.866353,RED,ON,13.323,13.323,12.12,16.67,65.35,motorcycle: 1,motorcycle:0.37,1,37.20
2025-05-19T09:01:25.934364,RED,ON,13.391,13.391,12.13,16.74,65.52,motorcycle: 1,motorcycle:0.30,1,30.29
2025-05-19T09:01:26.001819,RED,ON,13.459,13.459,12.14,16.80,65.20,,,0,0.00
2025-05-19T09:01:26.066298,RED,ON,13.523,13.523,12.15,16.87,64.88,,,0,0.00
2025-05-19T09:01:26.135623,RED,ON,13.593,13.593,12.16,16.94,65.05,motorcycle: 1,motorcycle:0.35,1,34.51
2025-05-19T09:01:26.198964,RED,ON,13.656,13.656,12.18,17.00,65.22,motorcycle: 1,motorcycle:0.31,1,30.68
2025-05-19T09:01:26.266372,RED,ON,13.723,13.723,12.19,17.07,65.38,motorcycle: 1,motorcycle:0.33,1,32.98
2025-05-19T09:01:26.330347,RED,ON,13.787,13.787,12.20,17.13,65.55,motorcycle: 1,motorcycle:0.31,1,30.68
2025-05-19T09:01:26.398698,RED,ON,13.856,13.856,12.21,17.20,65.71,motorcycle: 1,motorcycle:0.38,1,37.96
2025-05-19T09:01:26.466356,RED,ON,13.923,13.923,12.22,17.27,65.40,,,0,0.00
2025-05-19T09:01:26.530397,RED,ON,13.987,13.987,12.23,17.33,65.57,motorcycle: 1,motorcycle:0.35,1,35.28
2025-05-19T09:01:26.598345,RED,ON,14.055,14.055,12.24,17.40,65.26,,,0,0.00
2025-05-19T09:01:26.663200,RED,ON,14.120,14.120,12.25,17.47,65.42,motorcycle: 1,motorcycle:0.36,1,36.43
2025-05-19T09:01:26.734702,RED,ON,14.192,14.192,12.26,17.54,65.12,,,0,0.00
2025-05-19T09:01:26.798537,RED,ON,14.256,14.256,12.27,17.60,65.28,motorcycle: 1,motorcycle:0.33,1,32.59
2025-05-19T09:01:26.865873,RED,ON,14.323,14.323,12.28,17.67,65.44,motorcycle: 1,motorcycle:0.36,1,36.05
2025-05-19T09:01:26.933954,RED,ON,14.391,14.391,12.29,17.74,65.60,motorcycle: 1,motorcycle:0.44,1,43.72
